f1,f2,mean_abs_interaction
patch_lines_added,patch_edit_fragmentation,0.0010815396385992506
repo_top_level_dir_count,patch_python_files_changed,0.0010793098990482374
repo_top_level_dir_count,repo_test_file_count,0.0010598779782184829
repo_mean_file_depth,repo_basename_collision_count,0.0010531414881266514
repo_test_ratio,repo_mean_file_depth,0.0010359129829216904
prompt_pp_density_per_noun,prompt_branching_factor_mean,0.0010215208646428683
patch_hunk_gap_mean,repo_mean_file_depth,0.001020904469270146
patch_lines_deleted,repo_test_file_count,0.0010075958095008236
patch_lines_deleted,prompt_len_bpe,0.000995145626153511
patch_num_hunks,patch_primary_file_depth,0.0009353573873013915
repo_mean_known_file_size,prompt_coordination_density,0.0009338668052188792
patch_lines_deleted,patch_python_files_changed,0.0009286990900023301
patch_lines_added,repo_python_file_count,0.0009220448756813205
patch_num_hunks,prompt_branching_factor_mean,0.0009144191328772105
patch_hunk_gap_mean,patch_edit_fragmentation,0.0009076813022315202
patch_hunk_gap_mean,repo_basename_collision_count,0.0009069166247943484
repo_total_known_size,repo_python_file_count,0.0008910336368276197
repo_mean_known_file_size,prompt_sent_count,0.0008894775528993284
patch_lines_added,repo_mean_known_file_size,0.0008885951692060934
repo_mean_file_depth,repo_file_count,0.0008870580053444674
patch_num_hunks,repo_has_tests_dir,0.0008803230247112058
patch_lines_deleted,prompt_entity_reuse_ratio,0.0008784912250293802
repo_mean_known_file_size,repo_total_known_size,0.0008771809354075056
patch_hunk_gap_mean,repo_file_count,0.0008662354599625471
patch_num_hunks,prompt_entity_reuse_ratio,0.0008641338504448941
patch_lines_deleted,prompt_coordination_density,0.0008602111093421602
patch_hunk_gap_mean,prompt_sent_count,0.0008598835899844305
repo_mean_known_file_size,prompt_entity_reuse_ratio,0.0008587584210261416
prompt_sent_count,prompt_sentence_embedding_sim_mean,0.0008579160292901651
prompt_mean_competing_dependents_per_head,prompt_attachment_competition_ratio,0.0008573828443025665
patch_hunk_gap_mean,repo_test_file_count,0.0008532227346350467
patch_lines_added,repo_test_file_count,0.0008502265874215182
patch_hunk_gap_mean,prompt_coordination_density,0.0008437124891387098
repo_mean_known_file_size,repo_basename_collision_count,0.0008401395978756354
prompt_len_bpe,prompt_branching_factor_mean,0.0008362989925237653
prompt_coordination_density,prompt_attachment_competition_ratio,0.0008261867847657236
repo_python_file_count,repo_mean_file_depth,0.0008224008704291501
patch_lines_added,prompt_len_bpe,0.0007934147286068955
patch_lines_deleted,prompt_pronouns_per_sentence,0.0007920368770126285
repo_test_ratio,repo_python_file_count,0.0007832483662645407
patch_lines_added,prompt_entity_reuse_ratio,0.0007789594901989412
repo_top_level_dir_count,prompt_len_bpe,0.0007777515125959506
patch_num_hunks,prompt_len_bpe,0.0007748136961317295
repo_mean_known_file_size,repo_test_ratio,0.0007728406849517628
repo_basename_collision_count,repo_file_count,0.0007708782076417677
patch_lines_added,prompt_coordination_density,0.0007698657337430605
prompt_coordination_density,prompt_pronouns_per_sentence,0.0007694864169086496
prompt_dep_distance_max,prompt_clause_length_mean,0.0007680927162632353
patch_lines_deleted,patch_primary_file_depth,0.0007562866936361467
repo_total_known_size,prompt_sent_count,0.0007559097944964792
patch_num_hunks,prompt_coordination_density,0.000752992584658089
prompt_pp_density_per_noun,prompt_pronouns_per_sentence,0.0007523410395761626
repo_dir_count,repo_test_ratio,0.0007430340592528268
prompt_pronoun_candidate_antecedent_density,prompt_clause_length_mean,0.0007383620875166881
patch_num_hunks,repo_max_depth,0.0007365511869532558
repo_total_known_size,repo_has_tests_dir,0.0007347762750561511
prompt_pronouns_per_sentence,prompt_clausal_branching_factor,0.0007297487487039222
prompt_coordination_density,repo_test_file_count,0.0007248384174114505
repo_dir_count,repo_test_file_count,0.0007240733625529542
repo_total_known_size,repo_test_file_count,0.0007206987796531692
prompt_pp_density_per_noun,prompt_dep_distance_mean,0.0007196286622114624
patch_lines_added,repo_has_tests_dir,0.0007142296021611786
prompt_coordination_density,prompt_clause_length_mean,0.0007134797960365066
patch_num_hunks,prompt_sentence_embedding_sim_min,0.0007122953861058378
patch_num_hunks,prompt_pronouns_per_sentence,0.0007111125343862914
prompt_coordination_density,prompt_dep_distance_mean,0.0007054981886156482
prompt_coordination_density,prompt_dep_distance_max,0.0007017530131734125
prompt_len_bpe,prompt_sentence_embedding_sim_mean,0.0006963601375637021
patch_lines_deleted,prompt_pp_density_per_noun,0.0006955562670763132
prompt_mean_competing_dependents_per_head,prompt_pronoun_candidate_antecedent_density,0.000695299539527627
prompt_len_bpe,prompt_pronouns_per_sentence,0.0006922681307957646
repo_python_file_count,repo_basename_collision_count,0.0006889441629301935
patch_num_hunks,prompt_adjacent_lemma_overlap_mean,0.00068850663125618
patch_lines_added,repo_file_count,0.0006864182474058091
repo_mean_known_file_size,prompt_branching_factor_mean,0.0006841927021449049
patch_lines_deleted,repo_has_tests_dir,0.0006827680514065626
prompt_coordination_density,prompt_entity_reuse_ratio,0.0006794256222514122
patch_hunk_gap_mean,prompt_len_bpe,0.0006731842427706762
repo_top_level_dir_count,prompt_sentence_embedding_sim_min,0.0006729079726503148
repo_python_file_count,repo_test_file_count,0.0006723177888833028
patch_num_hunks,prompt_pp_density_per_clause,0.0006699420157930914
patch_hunk_gap_mean,prompt_entity_reuse_ratio,0.000667265744299207
prompt_coordination_density,prompt_pp_density_per_noun,0.0006662725225365572
repo_test_ratio,prompt_entity_reuse_ratio,0.0006639141066890398
repo_test_ratio,repo_file_count,0.0006636801376810718
patch_python_files_changed,patch_churn_gini_over_files,0.0006627647614119368
prompt_clause_nesting_depth_mean,prompt_dep_distance_max,0.0006608830011866256
repo_test_ratio,repo_basename_collision_count,0.0006595594014732306
prompt_dep_distance_mean,prompt_clause_length_mean,0.0006552555802527857
repo_total_known_size,repo_file_count,0.000652361565213562
repo_top_level_dir_count,prompt_entity_reuse_ratio,0.0006522678221720869
prompt_len_bpe,prompt_adjacent_lemma_overlap_mean,0.0006497050958550204
patch_lines_deleted,prompt_clause_length_mean,0.0006425468686359666
patch_num_hunks,prompt_clause_nesting_depth_mean,0.0006406484181202773
patch_num_hunks,patch_churn_gini_over_files,0.0006390513622606444
prompt_branching_factor_mean,prompt_dep_distance_mean,0.0006384649226024433
repo_mean_known_file_size,prompt_pp_density_per_clause,0.0006346205681724279
patch_hunk_gap_mean,prompt_branching_factor_mean,0.0006295485217811473
repo_mean_known_file_size,repo_file_count,0.0006277147853945376
repo_test_ratio,prompt_pronouns_per_sentence,0.0006272956934713535
patch_lines_added,prompt_sentence_embedding_sim_min,0.0006257977362808052
prompt_adjacent_lemma_overlap_mean,prompt_sentence_embedding_sim_mean,0.0006250538573397613
patch_hunk_gap_mean,repo_has_tests_dir,0.0006229182189006918
prompt_entity_reuse_ratio,repo_test_file_count,0.000622641023108466
repo_mean_known_file_size,prompt_adjacent_lemma_overlap_mean,0.0006185415847068107
prompt_entity_reuse_ratio,prompt_attachment_competition_ratio,0.0006180235353719653
repo_python_file_count,repo_has_tests_dir,0.0006166189442192556
repo_total_known_size,patch_edit_fragmentation,0.0006162342728662347
repo_mean_file_depth,patch_edit_fragmentation,0.0006157951922172291
repo_test_ratio,patch_edit_fragmentation,0.0006155377345736086
patch_lines_deleted,prompt_mean_competing_dependents_per_head,0.0006133191732921166
repo_test_ratio,patch_python_files_changed,0.0006128353871701466
patch_lines_added,prompt_pp_density_per_clause,0.0006091398279421074
repo_total_known_size,patch_python_files_changed,0.0006076229454037836
patch_lines_added,prompt_sent_count,0.0006063608266013725
prompt_pronoun_candidate_antecedent_density,prompt_branching_factor_mean,0.0006061748055742965
repo_mean_file_depth,repo_test_file_count,0.000605520282239698
prompt_coordination_density,prompt_pronoun_candidate_antecedent_density,0.0006055119697941421
prompt_clause_nesting_depth_mean,prompt_clausal_branching_factor,0.0006042585129527029
patch_edit_fragmentation,repo_basename_collision_count,0.0006006894627860046
prompt_pronoun_candidate_antecedent_density,prompt_attachment_competition_ratio,0.0005999870505386381
prompt_dep_distance_mean,prompt_sentence_embedding_sim_mean,0.0005985530356128413
patch_lines_added,prompt_dep_distance_mean,0.0005971783820285743
patch_num_hunks,prompt_attachment_competition_ratio,0.0005945408629311473
prompt_dep_distance_mean,prompt_attachment_competition_ratio,0.0005919043530357281
patch_num_hunks,prompt_pp_density_per_noun,0.0005918002305421549
repo_mean_known_file_size,repo_test_file_count,0.0005898403485024152
prompt_dep_distance_max,prompt_mean_conj_chain_len,0.000589805590227351
patch_num_hunks,repo_has_docs_dir,0.0005890973922094688
prompt_dep_distance_max,prompt_attachment_competition_ratio,0.0005887497575749065
repo_test_ratio,prompt_len_bpe,0.0005886545459712237
repo_test_ratio,prompt_pp_density_per_noun,0.00058704504771746
patch_lines_added,prompt_branching_factor_mean,0.0005851571469666374
repo_mean_known_file_size,prompt_len_bpe,0.0005849292344480725
prompt_coordination_density,prompt_pp_density_per_clause,0.0005848597381820406
prompt_pronoun_candidate_antecedent_density,prompt_clausal_branching_factor,0.0005844294958685173
prompt_pronoun_candidate_antecedent_density,prompt_sentence_embedding_sim_mean,0.0005828881760401508
patch_lines_added,prompt_pronouns_per_sentence,0.000582184033241358
prompt_coordination_density,prompt_mean_competing_dependents_per_head,0.0005812299171048649
repo_top_level_dir_count,prompt_adjacent_lemma_overlap_mean,0.0005783583556409327
prompt_pp_density_per_noun,prompt_pp_density_per_clause,0.0005782644932073638
patch_lines_deleted,prompt_branching_factor_mean,0.0005772116228993327
prompt_clause_nesting_depth_mean,prompt_dep_distance_mean,0.0005765468001787216
prompt_clausal_branching_factor,prompt_dep_distance_max,0.0005763008281159668
patch_num_hunks,prompt_pronoun_candidate_antecedent_density,0.00057604389613932
prompt_pronoun_candidate_antecedent_density,prompt_verb_coordination_ratio,0.0005740604789329012
patch_lines_added,prompt_adjacent_lemma_overlap_mean,0.0005698198513278958
prompt_pp_density_per_noun,prompt_sentence_embedding_sim_mean,0.000568742594948363
prompt_pronouns_per_sentence,prompt_adjacent_lemma_overlap_mean,0.0005686538958917761
repo_total_known_size,prompt_clausal_branching_factor,0.0005678932295934045
patch_hunk_gap_mean,prompt_mean_competing_dependents_per_head,0.0005675805731864666
repo_mean_known_file_size,prompt_clause_nesting_depth_mean,0.0005672284008370332
repo_test_file_count,repo_max_depth,0.0005666107057820253
prompt_pp_density_per_noun,repo_test_file_count,0.0005655256741253323
prompt_coordination_density,prompt_clause_nesting_depth_mean,0.0005649290754693356
repo_total_known_size,prompt_pp_density_per_clause,0.0005635708601362232
patch_lines_added,patch_churn_gini_over_files,0.0005628290245605225
patch_lines_deleted,prompt_pp_density_per_clause,0.0005617944434921315
patch_num_hunks,prompt_mean_conj_chain_len,0.0005617079764958519
patch_lines_deleted,prompt_attachment_competition_ratio,0.0005616980172751648
repo_test_ratio,prompt_mean_conj_chain_len,0.0005597587377866126
patch_lines_deleted,prompt_sentence_embedding_sim_mean,0.0005590105038920384
prompt_entity_reuse_ratio,prompt_mean_competing_dependents_per_head,0.0005586938157593703
patch_num_hunks,prompt_clause_length_mean,0.0005583441296226964
repo_total_known_size,prompt_coordination_density,0.0005570225784370255
prompt_pronouns_per_sentence,prompt_dep_distance_mean,0.0005557092348176855
patch_lines_deleted,prompt_sent_count,0.0005534474290021344
patch_lines_deleted,prompt_mean_conj_chain_len,0.000551365894795311
prompt_len_bpe,prompt_clausal_branching_factor,0.0005512488843462122
prompt_len_bpe,prompt_clause_length_mean,0.0005509808548354338
prompt_pronouns_per_sentence,prompt_branching_factor_mean,0.0005506955447552261
prompt_pp_density_per_clause,prompt_clause_length_mean,0.0005504345534611006
repo_file_count,repo_max_depth,0.000548187621882958
prompt_pp_density_per_noun,prompt_clause_length_mean,0.0005466543731817643
repo_total_known_size,prompt_len_bpe,0.000544197511197258
patch_hunk_gap_mean,prompt_pp_density_per_noun,0.0005427164730234801
prompt_pp_density_per_noun,prompt_dep_distance_max,0.0005426390517838585
prompt_coordination_density,prompt_multi_antecedent_pronoun_ratio,0.0005415051778735363
patch_lines_deleted,prompt_verb_coordination_ratio,0.0005407192253533386
prompt_pp_density_per_noun,prompt_len_bpe,0.0005406232074052548
patch_hunk_gap_mean,patch_python_files_changed,0.0005404913479892674
prompt_len_bpe,prompt_pp_density_per_clause,0.0005397843513727535
prompt_entity_reuse_ratio,prompt_pp_density_per_clause,0.0005384812752862967
prompt_mean_competing_dependents_per_head,prompt_clause_length_mean,0.0005376091522693645
repo_test_ratio,prompt_mean_competing_dependents_per_head,0.0005363572512837405
repo_mean_known_file_size,repo_has_tests_dir,0.0005361717672941351
repo_mean_known_file_size,prompt_pronoun_candidate_antecedent_density,0.0005345854290794084
prompt_adjacent_lemma_overlap_mean,prompt_attachment_competition_ratio,0.0005341899566543441
repo_mean_known_file_size,prompt_mean_competing_dependents_per_head,0.0005330158301480758
patch_lines_added,prompt_mean_competing_dependents_per_head,0.0005315998631434365
prompt_len_bpe,repo_test_file_count,0.0005314259557910482
prompt_coordination_density,prompt_clausal_branching_factor,0.0005295154810554463
patch_lines_added,prompt_mean_conj_chain_len,0.0005294769866675537
prompt_len_bpe,prompt_attachment_competition_ratio,0.0005291720008520945
repo_top_level_dir_count,prompt_pronoun_candidate_antecedent_density,0.0005286610992702884
prompt_pp_density_per_noun,prompt_pronoun_candidate_antecedent_density,0.0005285361444888948
prompt_clause_nesting_depth_mean,prompt_pronouns_per_sentence,0.0005282354588010476
repo_total_known_size,prompt_branching_factor_mean,0.0005274032642077936
repo_dir_count,patch_edit_fragmentation,0.000527357746929138
patch_hunk_gap_mean,prompt_sentence_embedding_sim_min,0.0005268790249052623
patch_lines_added,prompt_sentence_embedding_sim_mean,0.000526660633215091
prompt_pp_density_per_clause,prompt_dep_distance_mean,0.0005263406571623043
prompt_branching_factor_mean,prompt_clause_length_mean,0.0005262783243785825
repo_test_ratio,prompt_pp_density_per_clause,0.0005251377847515858
prompt_sent_count,prompt_coordination_density,0.0005248032107076392
patch_lines_added,prompt_noun_coordination_ratio,0.0005239281273891792
prompt_len_bpe,prompt_multi_pp_head_ratio,0.0005231271919215709
prompt_mean_competing_dependents_per_head,prompt_branching_factor_mean,0.0005198403889168371
repo_mean_known_file_size,prompt_pronouns_per_sentence,0.0005191904655069845
repo_test_ratio,repo_has_tests_dir,0.0005175597795429386
prompt_mean_competing_dependents_per_head,prompt_pronouns_per_sentence,0.0005173148748492165
patch_hunk_gap_mean,prompt_attachment_competition_ratio,0.0005165538212421187
prompt_pp_density_per_clause,prompt_pronouns_per_sentence,0.0005153654856069297
repo_top_level_dir_count,patch_primary_file_depth,0.0005151389318888492
prompt_entity_reuse_ratio,prompt_dep_distance_max,0.0005136776776530686
repo_top_level_dir_count,prompt_pp_density_per_clause,0.0005136099689223698
repo_test_ratio,prompt_coordination_density,0.0005126940074418297
prompt_coordination_density,prompt_len_bpe,0.0005126099791346283
prompt_pp_density_per_clause,prompt_multi_pp_head_ratio,0.0005107715728906414
repo_mean_file_depth,prompt_sent_count,0.0005075073498109175
prompt_entity_reuse_ratio,prompt_dep_distance_mean,0.0005072884459892376
repo_basename_collision_count,repo_test_file_count,0.0005058520647765591
patch_hunk_gap_mean,prompt_sentence_embedding_sim_mean,0.0005056292585656243
prompt_pronoun_candidate_antecedent_density,prompt_dep_distance_mean,0.000504746250871691
prompt_clause_nesting_depth_mean,prompt_pronoun_candidate_antecedent_density,0.000503411701067672
patch_lines_deleted,prompt_clausal_branching_factor,0.0005033796013486024
patch_python_files_changed,repo_mean_file_depth,0.0005029225933014901
repo_top_level_dir_count,prompt_pronouns_per_sentence,0.0005026937899870629
patch_lines_added,prompt_clause_length_mean,0.0005013488016371385
repo_top_level_dir_count,prompt_clause_nesting_depth_mean,0.0005012098093797911
prompt_pronoun_candidate_antecedent_density,prompt_multi_antecedent_pronoun_ratio,0.0005002845376050704
prompt_mean_conj_chain_len,prompt_noun_coordination_ratio,0.0004992163631253203
repo_top_level_dir_count,prompt_mean_competing_dependents_per_head,0.0004975524857504483
repo_top_level_dir_count,repo_has_docs_dir,0.000496781718818401
repo_top_level_dir_count,prompt_noun_coordination_ratio,0.0004963051529052441
prompt_clausal_branching_factor,prompt_dep_distance_mean,0.0004958069596426323
patch_num_hunks,prompt_dep_distance_mean,0.0004943363626876052
patch_hunk_gap_mean,prompt_pronoun_candidate_antecedent_density,0.0004939097103826568
prompt_entity_reuse_ratio,prompt_adjacent_lemma_overlap_mean,0.0004932344629973604
prompt_len_bpe,prompt_clause_nesting_depth_mean,0.0004929614070806545
prompt_clause_nesting_depth_mean,prompt_attachment_competition_ratio,0.0004927183325969809
prompt_entity_reuse_ratio,prompt_pp_density_per_noun,0.0004925321587419085
prompt_pronouns_per_sentence,prompt_attachment_competition_ratio,0.0004916639387777727
repo_mean_known_file_size,prompt_multi_antecedent_pronoun_ratio,0.0004908211288127341
patch_num_hunks,prompt_clausal_branching_factor,0.0004903327506527102
prompt_coordination_density,prompt_mean_conj_chain_len,0.0004903062291063275
prompt_entity_reuse_ratio,prompt_len_bpe,0.0004899781191002445
prompt_sent_count,prompt_pp_density_per_noun,0.0004899020611919638
prompt_pp_density_per_noun,prompt_mean_competing_dependents_per_head,0.000488460378197036
prompt_adjacent_lemma_overlap_mean,prompt_multi_pp_head_ratio,0.0004883251446620147
prompt_mean_competing_dependents_per_head,prompt_sentence_embedding_sim_mean,0.0004882941876465844
repo_python_file_count,prompt_entity_reuse_ratio,0.0004877532701281758
repo_mean_known_file_size,prompt_dep_distance_mean,0.00048664485844642766
repo_top_level_dir_count,prompt_branching_factor_mean,0.0004864790445176923
repo_test_file_count,prompt_dep_distance_max,0.0004859533331449306
prompt_entity_reuse_ratio,prompt_clause_length_mean,0.0004857486389855581
prompt_mean_conj_chain_len,prompt_sentence_embedding_sim_mean,0.000484588634289665
repo_total_known_size,prompt_pp_density_per_noun,0.00048447698908413975
prompt_clause_length_mean,prompt_attachment_competition_ratio,0.00048301374060844726
patch_lines_deleted,prompt_sentence_embedding_sim_min,0.00048263050696803874
patch_hunk_gap_mean,prompt_clause_length_mean,0.0004821635276790422
prompt_clause_nesting_depth_mean,prompt_clause_length_mean,0.00048188083988130113
prompt_pronoun_candidate_antecedent_density,prompt_dep_distance_max,0.0004811596131758337
prompt_mean_conj_chain_len,prompt_clause_length_mean,0.0004809484244998195
repo_has_tests_dir,repo_test_file_count,0.00048069814811955763
prompt_coordination_density,prompt_sentence_embedding_sim_mean,0.0004804686118040156
prompt_entity_reuse_ratio,prompt_sentence_embedding_sim_mean,0.00048000071496760315
repo_python_file_count,prompt_len_bpe,0.0004797161708236144
patch_hunk_gap_mean,prompt_noun_coordination_ratio,0.00047927562628863866
repo_test_ratio,prompt_pronoun_candidate_antecedent_density,0.000478922736741927
prompt_branching_factor_mean,prompt_adjacent_lemma_overlap_mean,0.00047866990406595023
repo_test_ratio,prompt_attachment_competition_ratio,0.00047853419309111896
repo_top_level_dir_count,prompt_coordination_density,0.0004777341268101306
patch_lines_added,prompt_pronoun_candidate_antecedent_density,0.00047704534639643063
prompt_branching_factor_mean,prompt_clausal_branching_factor,0.0004769810979625184
repo_test_ratio,prompt_sent_count,0.000476952804767054
prompt_coordination_density,prompt_branching_factor_mean,0.00047683644176372593
prompt_entity_reuse_ratio,prompt_branching_factor_mean,0.0004753976321761996
prompt_sent_count,prompt_adjacent_lemma_overlap_mean,0.0004750739297850196
prompt_clausal_branching_factor,prompt_clause_length_mean,0.00047324447559425186
prompt_pronouns_per_sentence,prompt_clause_length_mean,0.0004729529927763845
prompt_pronouns_per_sentence,prompt_dep_distance_max,0.0004727992453949326
prompt_pp_density_per_noun,prompt_clausal_branching_factor,0.00047254445321758855
prompt_len_bpe,prompt_dep_distance_mean,0.0004717152588607674
prompt_branching_factor_mean,prompt_multi_pp_head_ratio,0.00047114545444327876
patch_lines_deleted,prompt_adjacent_lemma_overlap_mean,0.00046908846039398524
repo_test_file_count,prompt_branching_factor_mean,0.00046901325535370525
repo_top_level_dir_count,prompt_pp_density_per_noun,0.0004681118212174314
patch_lines_deleted,patch_churn_gini_over_files,0.0004676797691204309
patch_num_hunks,prompt_sentence_embedding_sim_mean,0.0004669358785717548
prompt_entity_reuse_ratio,prompt_clause_nesting_depth_mean,0.0004663586034947406
repo_total_known_size,prompt_dep_distance_max,0.0004657303788261746
repo_dir_count,prompt_multi_antecedent_pronoun_ratio,0.0004652918929440808
repo_total_known_size,prompt_entity_reuse_ratio,0.00046505849573232196
prompt_pp_density_per_clause,prompt_attachment_competition_ratio,0.0004633093411240565
patch_python_files_changed,prompt_multi_pp_head_ratio,0.00046285294828811246
repo_test_file_count,prompt_dep_distance_mean,0.0004623009765525178
patch_lines_deleted,repo_max_depth,0.000462118007204858
prompt_clause_nesting_depth_mean,prompt_mean_competing_dependents_per_head,0.0004613968759253204
prompt_coordination_density,prompt_adjacent_lemma_overlap_mean,0.0004609061749520927
prompt_pp_density_per_noun,prompt_clause_nesting_depth_mean,0.0004604093528867737
patch_lines_added,patch_primary_file_depth,0.0004592597505735915
repo_file_count,prompt_multi_antecedent_pronoun_ratio,0.0004592322511686894
patch_hunk_gap_mean,prompt_clausal_branching_factor,0.0004587327743509294
prompt_branching_factor_mean,prompt_dep_distance_max,0.0004574997886031243
patch_lines_added,prompt_clause_nesting_depth_mean,0.0004566842456701715
prompt_pronouns_per_sentence,prompt_sentence_embedding_sim_mean,0.0004564419318864159
prompt_clause_nesting_depth_mean,prompt_sentence_embedding_sim_mean,0.00045596118973610807
repo_test_ratio,prompt_sentence_embedding_sim_mean,0.00045537236172326007
repo_dir_count,prompt_coordination_density,0.000455317357888284
patch_lines_added,prompt_clausal_branching_factor,0.0004551424893014373
repo_python_file_count,prompt_sent_count,0.0004546349804045181
patch_hunk_gap_mean,prompt_adjacent_lemma_overlap_mean,0.00045391780355429214
patch_lines_deleted,prompt_dep_distance_mean,0.0004536665371156241
prompt_pp_density_per_noun,prompt_mean_conj_chain_len,0.00045287335162256463
prompt_clause_nesting_depth_mean,prompt_multi_antecedent_pronoun_ratio,0.0004527924344869005
prompt_multi_antecedent_pronoun_ratio,prompt_clause_length_mean,0.0004525887996431509
patch_lines_added,prompt_multi_pp_head_ratio,0.00045223975936405986
prompt_entity_reuse_ratio,repo_file_count,0.0004515845635273301
repo_mean_known_file_size,prompt_clause_length_mean,0.00045123236642665506
prompt_pronoun_candidate_antecedent_density,prompt_adjacent_lemma_overlap_mean,0.00045111262472433063
prompt_mean_competing_dependents_per_head,prompt_adjacent_lemma_overlap_mean,0.000450123941159218
prompt_sentence_embedding_sim_mean,prompt_attachment_competition_ratio,0.00044933591352655945
prompt_len_bpe,prompt_dep_distance_max,0.0004491287989359118
patch_hunk_gap_mean,prompt_dep_distance_mean,0.0004490919355333229
repo_mean_file_depth,prompt_multi_antecedent_pronoun_ratio,0.000448615258506297
prompt_clausal_branching_factor,prompt_mean_conj_chain_len,0.0004479641513982432
prompt_coordination_density,repo_basename_collision_count,0.00044795826786319466
repo_mean_known_file_size,prompt_attachment_competition_ratio,0.00044793833732655427
prompt_dep_distance_max,prompt_sentence_embedding_sim_mean,0.0004453178210757949
repo_mean_known_file_size,prompt_sentence_embedding_sim_mean,0.00044519978216702713
patch_lines_added,prompt_pp_density_per_noun,0.0004444122258723971
prompt_pp_density_per_clause,prompt_branching_factor_mean,0.00044356979943026574
prompt_multi_antecedent_pronoun_ratio,prompt_attachment_competition_ratio,0.00044275385170282095
patch_num_hunks,prompt_noun_coordination_ratio,0.00044169631457444337
patch_num_hunks,prompt_dep_distance_max,0.0004414592708091526
prompt_entity_reuse_ratio,prompt_multi_pp_head_ratio,0.0004413484854539672
prompt_clause_nesting_depth_mean,prompt_branching_factor_mean,0.0004412020215948124
prompt_pp_density_per_clause,prompt_adjacent_lemma_overlap_mean,0.00044113007881853473
